,date,sentiment_score,content,source
28248,2019-03-05,0.931298,【光线传媒：拟4亿元参股华晟领飞 后者已投资美团点评、京东数科等二十余个项目】光线传媒公告，公司拟4.13亿元受让控股股东光线控股持有的华晟领飞6.46%份额。华晟领飞重点投资于TMT、新媒体产业、与文化传媒相关的产业、电商等大消费等行业。截至目前，华晟领飞已投资二十余个项目，如美团点评、三六零、乐信、京东数科等，其中已有多个项目成功上市。华晟领飞的存续期为7年，目前仅过去3年多，在进入退出期并适时启动投资退出后，将可能为其合伙人带来较好的投资回报。,sina
28283,2019-03-05,0.559888,三六零：谭晓生辞去总经理职务。,sina
42561,2019-03-15,0.215454,"【360公司声明：与融360无股权或其他任何形式关系】央视315晚会曝光“网贷砍头息”，融360被点名。360董事长周鸿祎在朋友圈称，融360和360公司没有任何关系，融360涉嫌侵犯360商标品牌。随后，360公司发表声明，澄清融360不属于三六零安全科技股份有限公司旗下的子公司或参股公司，与三六零不存在股权或其他形式的关系。（新浪）
",wallstreetcn
16899,2019-03-15,0.274196,云财经讯，央视315晚会曝光“网贷砍头息”，融360被点名。360董事长周鸿祎在朋友圈称，融360和360公司没有任何关系，融360涉嫌侵犯360商标品牌。随后，360公司发表声明，澄清融360不属于三六零安全科技股份有限公司旗下的子公司或参股公司，与三六零不存在股权或其他形式的关系。（新浪）,yuncaijing
21845,2019-03-15,0.18779,【360公司声明：与融360无股权或其他任何形式关系】央视315晚会曝光“网贷砍头息”，融360被点名。360董事长周鸿祎在朋友圈称，融360和360公司没有任何关系，融360涉嫌侵犯360商标品牌。随后，360公司发表声明，澄清融360不属于三六零安全科技股份有限公司旗下的子公司或参股公司，与三六零不存在股权或其他形式的关系。(格隆汇),eastmoney
7089,2019-03-18,0.0486498,今年央视3·15晚会曝光了十大问题，其中的智能骚扰电话、电子烟隐患、售后服务套路、网贷黑幕等，背后涉及了部分A股上市公司或新三板挂牌企业。截至目前，惠而浦、东风股份、文峰股份、三六零、顺灏股份、劲嘉股份、亿纬锂能、蓝色光标等公司做...,10jqka
22767,2019-03-18,0.0445765,【3·15冲击波来袭！这些股票暴跌 电子烟产业要凉？机构这样看】今年央视3·15晚会曝光了十大问题，其中的智能骚扰电话、电子烟隐患、售后服务套路、网贷黑幕等，背后涉及了部分A股上市公司或新三板挂牌企业。截至目前，惠而浦、东风股份、文峰股份、三六零、顺灏股份、劲嘉股份、亿纬锂能、蓝色光标等公司做出了说明或回应。（证券时报）,eastmoney
23814,2019-03-21,0.0877113,【三六零：公司及董事长周鸿祎与“网红云商”无股权关系】有投资者提问“网红云商”是否为360投资的公司，对此，三六零(601360)21日在互动平台回复称，经内部确认，三六零及公司董事长兼总经理周鸿祎与“网红云商”平台不存在任何股权关系。根据“网红云商”官网信息，其版权隶属于北京飞扬天下网络有限公司。,eastmoney
36317,2019-03-21,0.551375,【三六零：公司董事长兼总经理周鸿祎与“网红云商”平台不存在任何股权关系】三六零在互动平台表示，根据“网红云商”官网信息，其版权隶属于北京飞扬天下网络有限公司，我们未查询到该公司的相关工商信息。经内部确认，三六零及公司董事长兼总经理周鸿祎先生与“网红云商”平台不存在任何股权关系。,sina
19018,2019-03-21,0.694331,云财经讯，三六零在互动平台表示，根据“网红云商”官网信息，其版权隶属于北京飞扬天下网络有限公司，我们未查询到该公司的相关工商信息。经内部确认，三六零及公司董事长兼总经理周鸿祎先生与“网红云商”平台不存在任何股权关系。,yuncaijing
24511,2019-03-23,0.389996,【借壳回A后市值腰斩 多位高管离职360百亿定增“隐忧”】距离上次回复定增报告已过去8个月之久，近日，三六零安全科技股份有限公司(以下简称“360” 601360.SH)再次发布关于非公开发行股票申请文件反馈意见的回复报告，修订及补充了部分内容。（中国经营报）,eastmoney
59209,2019-04-12,0.641738,"三六零安全科技：董事会于近日收到公司独立董事刘贵彬先生递交的书面辞职报告。
刘贵彬先生因个人工作原因辞去公司独立董事及审计委员会主任委员等全部职务。
刘贵彬先生辞去上述职务后，将导致公司独立董事所占董事会成员比例低于法律法规规定的最低要求。
",wallstreetcn
59203,2019-04-12,0.751291,"【三六零董事会同意转让对北京奇安信科技持股】三六零安全科技：4月12日第五届董事会第九次会议同意公司对外转让所持北京奇安信科技有限公司的全部股权，提请召开股东大会审议该交易并授权总经理及管理层推进本次股权转让的相关事宜。公司所持奇安信股权占其总股权的22.5856%，转让价格拟定为人民币3,731,145,614 元。",wallstreetcn
25242,2019-04-12,0.815069,"云财经讯，三六零安全科技：4月12日第五届董事会第九次会议同意公司对外转让所持北京奇安信科技有限公司的全部股权，提请召开股东大会审议该交易并授权总经理及管理层推进本次股权转让的相关事宜。公司所持奇安信股权占其总股权的22.5856%，转让价格拟定为人民币3,731,145,614 元。",yuncaijing
25244,2019-04-12,0.679988,"云财经讯，三六零安全科技：董事会于近日收到公司独立董事刘贵彬先生递交的书面辞职报告。
刘贵彬先生因个人工作原因辞去公司独立董事及审计委员会主任委员等全部职务。
刘贵彬先生辞去上述职务后，将导致公司独立董事所占董事会成员比例低于法律法规规定的最低要求",yuncaijing
46681,2019-04-12,0.641738,三六零安全科技：董事会于近日收到公司独立董事刘贵彬先生递交的书面辞职报告。刘贵彬先生因个人工作原因辞去公司独立董事及审计委员会主任委员等全部职务。刘贵彬先生辞去上述职务后，将导致公司独立董事所占董事会成员比例低于法律法规规定的最低要求。,sina
60053,2019-04-13,0.0554718,【齐向东回应与周鸿祎分家称，奇安信将登陆科创版】三六零此前公告称，将清仓所持有的北京奇安信科技全部股权，并收回给其的360品牌授权，未来360也将做企业安全，与奇安信进行竞争。奇安信实际控制人为原奇虎360总裁齐向东。齐向东证实，奇安信预计将登陆科创板，“目前正在推进中，在一步一步实施”。（腾讯一线）,wallstreetcn
60052,2019-04-13,0.0554718,【齐向东回应与周鸿祎分家称，奇安信将登陆科创版】三六零此前公告称，将清仓所持有的北京奇安信科技全部股权，并收回给其的360品牌授权，未来360也将做企业安全，与奇安信进行竞争。奇安信实际控制人为原奇虎360总裁齐向东。齐向东证实，奇安信预计将登陆科创板，“目前正在推进中，在一步一步实施”。（腾讯一线）,wallstreetcn
25668,2019-04-13,0.190944,云财经讯，三六零此前公告称，将清仓所持有的北京奇安信科技全部股权，并收回给其的360品牌授权，未来360也将做企业安全，与奇安信进行竞争。奇安信实际控制人为原奇虎360总裁齐向东。齐向东证实，奇安信预计将登陆科创板，“目前正在推进中，在一步一步实施”。（腾讯一线）,yuncaijing
9847,2019-04-13,0.0774446,三六零此前公告称，将清仓所持有的北京奇安信科技全部股权，并收回给其的360品牌授权，未来360也将做企业安全，与奇安信进行竞争。奇安信实际控制人为原奇虎360总裁齐向东。齐向东证实，奇安信预计将登陆科创板，“目前正在推进中，在一步一步实...,10jqka
47397,2019-04-13,0.184672,【周鸿祎与齐向东彻底分家 360与奇安信对垒2B安全市场可能性大】4月12日晚，三六零发布公告称，将清仓所持有的北京奇安信科技全部股权，并收回给其的360品牌授权。这意味着360集团董事长兼CEO周鸿祎与原奇虎360总裁、现360企业安全CEO齐向东彻底分家了。不难看出，360正逐步从原有的个人用户安全业务扩展至政府及企业安全业务。可以想象的是，接下来的企业级安全服务市场上，这两位“老朋友”间，会就抢食市场蛋糕展开正面交锋。（经济观察网）,sina
47398,2019-04-13,0.276639, 三六零37.31亿元清仓奇安信股权，周鸿祎与齐向东彻底分道扬镳，网络信息安全行业或迎来新竞争格局。（界面）,sina
31254,2019-04-14,0.0409876,【奇安信连亏三年要冲击科创板 三六零将出售企业安全业务】4月12日深夜，三六零抛出重磅消息，拟转让所持北京奇安信科技有限公司(以下简称奇安信)全部股权，交易金额为人民币37.31亿元，360企业安全业务将被出售。记者梳理发现，其实奇安信将从360上市公司剥离一事早现端倪。至于原因，除了市场所传言的360董事长周鸿祎与二把手齐向东寻求“分家”之外，奇安信想要冲击科创板或许是最大因素。（N十财经）,eastmoney
47496,2019-04-14,0.0595765,【周鸿祎：转让奇安信股权不是和齐向东分家，未来将投出至少10家百亿规模公司】4月14日下午，三六零董事长兼CEO周鸿祎召开媒体沟通会，回应360公司转让奇安信股权一事。周鸿祎说，“转让股权主要的考虑是解决独立性问题，助力奇安信上市，而并非外界所传的与齐向东分家。未来360公司将打造网络安全生态平台，投出至少10家左右类似奇安信的百亿元规模的公司。”（中证报）,sina
47502,2019-04-14,0.594814,三六零董事长周鸿祎回应“与齐向东分家”说，圆老搭档上市梦，未来亦敌亦友。（上证报）,sina
60290,2019-04-14,0.594814,"三六零董事长周鸿祎回应“与齐向东分家”说，圆老搭档上市梦，未来亦敌亦友。（上证报）
",wallstreetcn
60281,2019-04-14,0.0595765,"【周鸿祎：转让奇安信股权不是和齐向东分家，未来将投出至少10家百亿规模公司】4月14日下午，三六零董事长兼CEO周鸿祎召开媒体沟通会，回应360公司转让奇安信股权一事。周鸿祎说，“转让股权主要的考虑是解决独立性问题，助力奇安信上市，而并非外界所传的与齐向东分家。未来360公司将打造网络安全生态平台，投出至少10家左右类似奇安信的百亿元规模的公司。”（中证报）
",wallstreetcn
25763,2019-04-14,0.674559,云财经讯，4月14日下午，三六零董事长兼CEO周鸿祎在媒体沟通会上谈到近期热议的“996工作制”问题时说，“我对996这么理解，你不用去强制员工，强制肯定是没意义的。996一定是自愿的，就是从人性出发，让团队拿到股票，有创业的感觉，让他们自己进入996。”,yuncaijing
60280,2019-04-14,0.58432,"【周鸿祎也来谈“996”：强制无意义，要从人性出发】4月14日下午，三六零董事长兼CEO周鸿祎在媒体沟通会上谈到近期热议的“996工作制”问题时说，“我对996这么理解，你不用去强制员工，强制肯定是没意义的。996一定是自愿的，就是从人性出发，让团队拿到股票，有创业的感觉，让他们自己进入996。”（中证报）
",wallstreetcn
25771,2019-04-14,0.693292,云财经讯，三六零董事长周鸿祎回应“与齐向东分家”说，圆老搭档上市梦，未来亦敌亦友（上证报）,yuncaijing
25764,2019-04-14,0.212429,云财经讯，4月14日下午，三六零董事长兼CEO周鸿祎召开媒体沟通会，回应360公司转让奇安信股权一事。周鸿祎说，“转让股权主要的考虑是解决独立性问题，助力奇安信上市，而并非外界所传的与齐向东分家。未来360公司将打造网络安全生态平台，投出至少10家左右类似奇安信的百亿元规模的公司。”（中证报）,yuncaijing
47495,2019-04-14,0.58432,【周鸿祎也来谈“996”：强制无意义，要从人性出发】4月14日下午，三六零董事长兼CEO周鸿祎在媒体沟通会上谈到近期热议的“996工作制”问题时说，“我对996这么理解，你不用去强制员工，强制肯定是没意义的。996一定是自愿的，就是从人性出发，让团队拿到股票，有创业的感觉，让他们自己进入996。”（中证报）,sina
25865,2019-04-15,0.702124,云财经讯，三六零借壳上市后首份年报：2018年净利润35.85亿元，同比增长4.83%，拟10派0.53元,yuncaijing
60439,2019-04-15,0.636806,"三六零借壳上市后首份年报：2018年净利润35.85亿元，同比增长4.83%，拟10派0.53元。
",wallstreetcn
31294,2019-04-15,0.671048,【三六零借壳上市后首份年报：2018年净利润35.85亿元】东方财富网15日讯，三六零借壳上市后首份年报：2018年净利润35.85亿元，同比增长4.83%，拟10派0.53元。,eastmoney
47642,2019-04-15,0.636806,三六零借壳上市后首份年报：2018年净利润35.85亿元，同比增长4.83％，拟10派0.53元。,sina
10050,2019-04-15,0.146275,三六零出清奇安信股权，是为了扫清奇安信独立性影响和同业竞争两大上市障碍。不过，通过本次剥离事件，三六零也体会到“回A”后，开始遭遇到某些不同于美股市场的新问题。,10jqka
31614,2019-04-15,0.0215332,【周鸿祎释疑剥离奇安信：帮合作伙伴扫清上市障碍】三六零(601360)日前一则转让所持北京奇安信科技有限公司(下称奇安信)股权的公告，让市场出现周鸿祎与齐向东“分手”的疑问。4月13日，三六零董事长兼总经理周鸿祎在北京接受证券时报记者采访时予以否认：“公司发布公告后就有股东问我，为什么在子公司上市之前清仓股份？实际上，如果三六零不退出，奇安信根本上不了市。”（证券时报）,eastmoney
29369,2019-04-26,0.983161,"云财经讯，根据披露，京东全资子公司京东尚科持有博联智能3.97%股份，李彦宏旗下的百度网讯科技则通过达孜县百瑞翔创业投资管理有限责任公司持有博联智能7.12%的股份。
注：三六零全资孙公司北京世界星辉科技有限责任公司直接持有博联智能3.57%的股权；美盛文化、东方网力、金融街、众信旅游通过北京创新工场创业投资中心（LP）间接持有博联智能股份；拉夏贝尔通过参股的西藏宝信股权投资合伙企业（LP）间接持有博联智能股份。",yuncaijing
68126,2019-04-26,0.98342,"【杭州博联智能科技股份有限公司披露科创板上市辅导计划，辅导机构为华菁证券、招商证券】根据披露，京东全资子公司京东尚科持有博联智能3.97%股份，李彦宏旗下的百度网讯科技则通过达孜县百瑞翔创业投资管理有限责任公司持有博联智能7.12%的股份。
选股宝注：三六零全资孙公司北京世界星辉科技有限责任公司直接持有博联智能3.57%的股权；美盛文化、东方网力、金融街、众信旅游通过北京创新工场创业投资中心（LP）间接持有博联智能股份；拉夏贝尔通过参股的西藏宝信股权投资合伙企业（LP）间接持有博联智能股份。",wallstreetcn
68918,2019-04-29,0.483173,"三六零第一季度净利润6.47亿元人民币，营收27亿元人民币。
",wallstreetcn
29761,2019-04-29,0.600027,云财经讯，三六零第一季度净利润6.47亿元人民币，营收27亿元人民币,yuncaijing
71526,2019-05-05,0.710101,"工商信息显示，4月30日，三六零科技有限公司发生多项工商变更，企业名称变更为“三六零科技集团有限公司”，经营范围新增“从事互联网文化活动；互联网信息服务；增值电信业务”。
",wallstreetcn
56293,2019-05-05,0.752272,【360发生多项工商变更，新增“增值电信业务”】工商信息显示，4月30日，三六零科技有限公司发生多项工商变更，企业名称变更为“三六零科技集团有限公司”，经营范围新增“从事互联网文化活动；互联网信息服务；增值电信业务”。,sina
30770,2019-05-05,0.814773,云财经讯，工商信息显示，4月30日，三六零科技有限公司发生多项工商变更，企业名称变更为“三六零科技集团有限公司”，经营范围新增“从事互联网文化活动；互联网信息服务；增值电信业务”。,yuncaijing
37122,2019-05-05,0.887494,【360新增“增值电信业务”】天眼查数据显示，4月30日，三六零科技有限公司发生多项工商变更，企业名称变更为“三六零科技集团有限公司”，经营范围新增“从事互联网文化活动；互联网信息服务；增值电信业务”。（证券时报）,eastmoney
37774,2019-05-07,0.967389,【北京六间房科技迎新任董事长周鸿祎】据天眼查数据显示，5月4日，互联网视频公司北京六间房科技有限公司高级管理人员发生变更， 刘岩卸任北京六间房科技有限公司董事长职位， 新任董事长为周鸿祎，刘岩仍担任经理及法定代表人，六间房新一届董事会由5名董事、2名监事组成。该公司股东大股东仍为宋城演艺发展股份有限公司和奇虎三六零软件(北京)有限公司，分别占比40%和27.1%。（36氪）,eastmoney
72474,2019-05-07,0.946569,【周鸿祎出任北京六间房科技董事长】据天眼查数据显示，5月4日，互联网视频公司北京六间房科技有限公司高级管理人员发生变更，刘岩卸任董事长职位，新任董事长为周鸿祎，刘岩仍担任经理及法定代表人。该公司股东大股东仍为宋城演艺发展股份有限公司和奇虎三六零软件（北京）有限公司，分别占比40%和27.1%。,wallstreetcn
57200,2019-05-07,0.974686,【北京六间房科技迎新任董事长周鸿祎】据天眼查数据显示，5月4日，互联网视频公司北京六间房科技有限公司高级管理人员发生变更， 刘岩卸任北京六间房科技有限公司董事长职位， 新任董事长为周鸿祎，刘岩仍担任经理及法定代表人，六间房新一届董事会由5名董事、2名监事组成。该公司股东大股东仍为宋城演艺发展股份有限公司和奇虎三六零软件（北京）有限公司，分别占比40%和27.1%。,sina
31437,2019-05-08,0.617145,云财经讯，据悉，中国电子信息产业集团有限公司已成奇安信第二大股东。这意味着，奇安信已正式成为网络安全国家队。4月13日，三六零宣布以37.31亿元，出售所持有的奇安信全部22.5856%股权，接盘方为宁波梅山保税港区明洛投资管理合伙企业（有限合伙），而最新交易表明真正的接盘方实为中国电子（CEC）。（上证报）,yuncaijing
57503,2019-05-08,0.199121,【奇安信引入中国电子，或将成网络安全国家队】据悉，中国电子信息产业集团有限公司已成奇安信第二大股东。这意味着，奇安信已正式成为网络安全国家队。4月13日，三六零宣布以37.31亿元，出售所持有的奇安信全部22.5856%股权，接盘方为宁波梅山保税港区明洛投资管理合伙企业（有限合伙），而最新交易表明真正的接盘方实为中国电子（CEC）。（上证报）,sina
72862,2019-05-08,0.199121,【奇安信引入中国电子，或将成网络安全国家队】据悉，中国电子信息产业集团有限公司已成奇安信第二大股东。这意味着，奇安信已正式成为网络安全国家队。4月13日，三六零宣布以37.31亿元，出售所持有的奇安信全部22.5856%股权，接盘方为宁波梅山保税港区明洛投资管理合伙企业（有限合伙），而最新交易表明真正的接盘方实为中国电子（CEC）。（上证报）,wallstreetcn
38608,2019-05-09,0.0858373,【奇安信真正买家是他！中国电子37亿成二股东 网络安全国家队来了！】三六零退出后，北京奇安信科技有限公司的巨额股份谁来接盘？今日，真正买家浮出水面。5月9日，记者查询工商登记资料发现，中国电子信息产业集团有限公司旗下企业已成奇安信第二大股东。这意味着，奇安信已正式成为网络安全国家队！ (上证报),eastmoney
58612,2019-05-09,0.106191,【奇安信真正买家是他！中国电子37亿成二股东，网络安全国家队来了！】三六零退出后，北京奇安信科技有限公司的巨额股份谁来接盘？今日，真正买家浮出水面。5月9日，记者查询工商登记资料发现，中国电子信息产业集团有限公司旗下企业已成奇安信第二大股东。这意味着，奇安信已正式成为网络安全国家队！  （上证报）,sina
32455,2019-05-10,0.963228,云财经讯，据悉，中国电子日前斥资37亿元入股北京奇安信，持有22.5856%的股份，接替三六零成为奇安信第二大股东，目前已经完成工商登记。值得注意的是，这是近年来网络安全领域央企入股“民企”金额最高，也是规模最大的一次混改。不少业内人士表示，此次混改将成为中国电子打造网络安全国家队的重要战略落地，同时也为下一步信息安全领域混改释放积极信号。中国电子董事长芮晓武表示，中国电子战略入股奇安信，不是简单的财务投资，而是战略性投资。这次最核心的意义，就是让奇安信成为了正式的网络安全国家队。（经参）,yuncaijing
59402,2019-05-10,0.93949,【信息安全领域混改提速，“国家队”呼之欲出】据悉，中国电子日前斥资37亿元入股北京奇安信，持有22.5856%的股份，接替三六零成为奇安信第二大股东，目前已经完成工商登记。值得注意的是，这是近年来网络安全领域央企入股“民企”金额最高，也是规模最大的一次混改。不少业内人士表示，此次混改将成为中国电子打造网络安全国家队的重要战略落地，同时也为下一步信息安全领域混改释放积极信号。中国电子董事长芮晓武表示，中国电子战略入股奇安信，不是简单的财务投资，而是战略性投资。这次最核心的意义，就是让奇安信成为了正式的网络安全国家队。（经参）,sina
75126,2019-05-10,0.93949,"【信息安全领域混改提速，“国家队”呼之欲出】据悉，中国电子日前斥资37亿元入股北京奇安信，持有22.5856%的股份，接替三六零成为奇安信第二大股东，目前已经完成工商登记。值得注意的是，这是近年来网络安全领域央企入股“民企”金额最高，也是规模最大的一次混改。不少业内人士表示，此次混改将成为中国电子打造网络安全国家队的重要战略落地，同时也为下一步信息安全领域混改释放积极信号。中国电子董事长芮晓武表示，中国电子战略入股奇安信，不是简单的财务投资，而是战略性投资。这次最核心的意义，就是让奇安信成为了正式的网络安全国家队。（经参）
",wallstreetcn
39102,2019-05-10,0.736616,【信息安全领域混改提速 “国家队”呼之欲出】据悉，中国电子日前斥资37亿元入股北京奇安信，持有22.5856%的股份，接替三六零成为奇安信第二大股东，目前已经完成工商登记。值得注意的是，这是近年来网络安全领域央企入股“民企”金额最高，也是规模最大的一次混改。（经济参考报）,eastmoney
35371,2019-05-22,0.738178,云财经讯，国产操作系统板块全线爆发，网达软件、波导股份、北信源、绿盟科技等集体涨停，三六零、国美通讯、联络互动纷纷大涨,yuncaijing
81455,2019-05-22,0.689039,国产操作系统板块全线爆发，网达软件、波导股份、北信源、绿盟科技等集体涨停，三六零、国美通讯、联络互动纷纷大涨。,wallstreetcn
81393,2019-05-22,0.902184,"【5月22日上午复盘】09:25 海康威视开盘大跌9.6%，股价创今年1月初以来新低
09:25 稀土板块持续大涨，三川智慧、英洛华、金力永磁一字涨停，北方稀土、五矿稀土等高开
09:31 人造肉板块大幅走低，天宝食品跌8%，双塔食品、哈高科、丰乐种业纷纷下挫
09:37 国产操作系统走强，天玑科技、实达集团双双封板，网达软件大涨7%，北信源涨5%，中科创达涨4%
09:56 国产操作系统板块全线爆发，网达软件、波导股份、北信源、绿盟科技等集体涨停，三六零、国美通讯、联络互动纷纷大涨
10:04 5G板块集体走强，吴通控股涨停，万马科技随后封板，长江通信、奥维通信、富春股份纷纷拉升
10:31 钛白粉板块异动，龙头金浦钛业大涨8%，中核钛白、天原集团、安纳达、龙蟒佰利纷纷走强
10:36 农业板块集体回暖，敦煌种业强势涨停，农发种业、登海种业、万向德农、金健米业、新农开发纷纷走强
11:11 光伏概念异动，龙头向日葵直线封板，银星能源、京运通、嘉泽新能纷纷走强",wallstreetcn
64797,2019-05-22,0.743106,国产操作系统板块全线爆发，网达软件、波导股份、北信源、绿盟科技等集体涨停，三六零大涨9%，国美通讯、联络互动等纷纷大涨。,sina
15002,2019-05-23,0.889781, 5月23日上午消息，企查查数据显示，上海三六零融资担保有限公司成立于2019年5月20日，注册资本3亿元，法定代表人为吴海生，经营范围包括借款类担保、发行债券担保、其他融资担保。资料显示，两家企业股东分别是北京中鑫保信科技有限公司，持股...,10jqka
50240,2019-06-16,0.587315,【科创板独角兽上市在即 标的优劣首看核心竞争力】科创板已经开板，其是今年以来最热关键词，而在去年，最热关键词莫属独角兽。从三六零回归A股，到工业富联、迈瑞医疗登陆A股，再到小米集团、美团点评、爱奇艺、拼多多、腾讯音乐等境外上市成功，独角兽热在当时可谓是风光无二。　如今，随着科创板公司即将挂牌上市，一些独角兽公司又意欲借道科创板上市融资，一旦这些独角兽能够获批上市，则很可能刺激已上市独角兽公司的市场表现。（证券市场红周刊）,eastmoney
50282,2019-06-17,0.0548023,【一年下跌42% 三六零被调出上证50指数！中国人保、中信建投入选 曾被龙头券商看空】今日，上证50指数更换5只股票，去年6月入选的三六零被调出，3月份被券商罕见看空的中国人保和中信建投则被调入。业内人士表示，调入时估值偏高、流通盘偏小导致成交额不足，或许是三六零最终被调出的原因。当前时点下，上证50指数仍具备流动性好、代表性强等优势。（中国证券报）,eastmoney
50967,2019-06-18,0.0659905,【上证50迎成分股调整三六零等调出 中国人保和中信建投等调入】17日，上证50指数更换5只成分股，去年6月入选的三六零被调出，今年3月份被券商罕见看空的中国人保和中信建投被调入。业内人士表示，调入时估值偏高、流通盘偏小导致成交额不足，或许是三六零最终被调出的原因，对部分成分股的股价表现无需过度解读，流动性好、代表性强仍是上证50指数的独特优势。(中国证券报),eastmoney
50944,2019-06-18,0.0774822,【上证50迎成分股调整 机构：股价表现勿过度解读】17日，上证50指数更换5只成分股，去年6月入选的三六零被调出，今年3月份被券商罕见看空的中国人保和中信建投被调入。业内人士表示，调入时估值偏高、流通盘偏小导致成交额不足，或许是三六零最终被调出的原因，对部分成分股的股价表现无需过度解读，流动性好、代表性强仍是上证50指数的独特优势。(中证网),eastmoney
77334,2019-06-18,0.0799441,【上证50迎成分股调整 三六零等调出 中国人保和中信建投等调入】17日，上证50指数更换5只成分股，去年6月入选的三六零被调出，今年3月份被券商罕见看空的中国人保和中信建投被调入。业内人士表示，调入时估值偏高、流通盘偏小导致成交额不足，或许是三六零最终被调出的原因，对部分成分股的股价表现无需过度解读，流动性好、代表性强仍是上证50指数的独特优势。（中证报）,sina
42261,2019-06-18,0.13032,云财经讯，17日，上证50指数更换5只成分股，去年6月入选的三六零被调出，今年3月份被券商罕见看空的中国人保和中信建投被调入。业内人士表示，调入时估值偏高、流通盘偏小导致成交额不足，或许是三六零最终被调出的原因，对部分成分股的股价表现无需过度解读，流动性好、代表性强仍是上证50指数的独特优势。（中证报）,yuncaijing
80214,2019-06-25,0.821819,  三六零：全资子公司奇虎科技联合南方电信设计院中标重庆市合川区360网络安全协同创新产业园一期项目，中标金额2.395亿元。,sina
22089,2019-06-25,0.780331,三六零6月25日晚间公告，下属全资子公司北京奇虎科技有限公司与广东南方电信规划咨询设计院有限公司以联合体形式参与了重庆市合川区 360 网络安全协同创新产业园一期项目（EPC 模式）的邀请招标工作并成功中标。中标金额：人民币 2.395 亿元。,10jqka
53167,2019-06-26,0.915621,【机构预测未来3年净利增速均超30%的科技龙头股 仅18只】从整体上看，目前科技龙头概念板块合计共有110多只个股，均来自通信、电子及计算机行业。市值最高的个股是海康威视，超过2470亿元，工业富联位居次席，达到2403亿元。另外，中国联通、三六零、中兴通讯、京东方A等个股市值均超过千亿元，立讯精密、科大讯飞、鹏鼎控股、用友网络等多只个股市值超过500亿元。（数据宝）,eastmoney
23257,2019-06-28,0.633521,天眼查数据显示，6月26日奇虎三六零软件（北京）有限公司发生多项工商变更。周鸿祎卸任执行董事，董健明接任，法定代表人也由武成浩变更为董健明。（一财）,10jqka
82204,2019-06-28,0.847986,【奇虎三六零软件公司法定代表人变更，周鸿祎卸任执行董事】数据显示，6月26日奇虎三六零软件（北京）有限公司发生多项工商变更。周鸿祎卸任执行董事，董健明接任，法定代表人也由武成浩变更为董健明。此外，企业类型由有限责任公司（法人独资）变更为有限责任公司（自然人投资或控股）。该公司股东为张鹏和董健明，实际控制人为张鹏。（36氪）,sina
