,Unnamed: 0,date,sentiment_score,content,source,real_date
10,877,2019-01-03,0.973023,【华为与深圳卫计委签约，推智慧医院等“互联网+健康”建设】深圳市卫生和计划生育委员会与华为技术有限公司签订“智慧健康”战略合作协议。按照协议，双方共同推动人工智能、大数据、云计算等新一代信息技术与卫生健康行业的融合创新，推动深圳市医疗卫生健康领域的产业升级。,wallstreetcn,2019-01-04
11,976,2019-01-03,0.9595870000000001,"小葱APP讯，Cointelegraph为庆祝比特币创世区块十周年，整理公布了一份比特币创始人中本聪”嫌疑人”名单（不完整）。名单如下：1.Vili Lehdonvirta（赫尔辛基信息技术研究所38岁芬兰教授）；2.Mochizuki Shinichi（京都大学49岁日本数学家）；3.Dorian Nakamoto（68岁日裔美国人，曾为大公司和美国军方做过分类工作）；4.Nick Szabo（55岁匈牙利血统美国男子，BitGold创始人）；5.Hal Finney（美国加密先驱，2014年去世，享年58岁）；6.Craig Wright“澳本聪”（48岁澳大利亚计算机科学家、商人）；7.Neal King，Vladimir Oksman和Charles Bry（美国、德国居民，年龄不详）；8.Elon Musk（特斯拉创始人），9.政府机构。
",wallstreetcn,2019-01-04
12,1236,2019-01-04,0.9622850000000001,云财经讯，2019年，以数字经济为代表的新经济将成为发展新动能。随着我国新旧动能加快转换，也为软件产业发展创造了良好的外部环境。云计算、大数据、人工智能等新一代信息技术将加速渗透经济和社会生活各个领域，软件产业服务化、平台化、融合化趋势更加明显。展望2019年，软件业发展仍将是一抹亮色。软件与制造业融合已被视为制造业高质量发展的重要途径。（经济日报）,yuncaijing,2019-01-04
13,1952,2019-01-04,0.9638040000000001,"小葱APP讯，日前，沈阳市未来产业培育和发展规划出炉，明确提出将重点培育“3+2”未来产业生态体系，即未来生产、未来交通、未来健康三大主导产业，以及未来信息技术、未来材料两大赋能产业，具体包括区块链、智能机器人、智能制造系统集成、智能网联汽车、人工智能、工业互联网等17个重点方向，并力争到2025年，建立达到国内领先水平的未来产业体系。（辽宁日报）
",wallstreetcn,2019-01-04
14,2025,2019-01-04,0.9543520000000001,"【工业互联网成行业发展重点，软件业将加速赋能制造业】2019年，以数字经济为代表的新经济将成为发展新动能。随着我国新旧动能加快转换，也为软件产业发展创造了良好的外部环境。云计算、大数据、人工智能等新一代信息技术将加速渗透经济和社会生活各个领域，软件产业服务化、平台化、融合化趋势更加明显。展望2019年，软件业发展仍将是一抹亮色。软件与制造业融合已被视为制造业高质量发展的重要途径。（经济日报）
",wallstreetcn,2019-01-04
15,402,2019-01-04,0.8974139999999999,因认为对方未经授权许可擅自使用企业字号“快手”及“快影”商标，北京达佳互联信息技术有限公司、北京快手科技有限公司以侵害商标权及不正当竞争纠纷为由将深圳市麻帮网络有限公司、北京百度网讯科技有限公司、宇龙计算机通信科技(深圳)有限公...,10jqka,2019-01-04
16,1983,2019-01-04,0.9538209999999999,【工业互联网成行业发展重点 软件业将加速赋能制造业】2019年，以数字经济为代表的新经济将成为发展新动能。随着我国新旧动能加快转换，也为软件产业发展创造了良好的外部环境。云计算、大数据、人工智能等新一代信息技术将加速渗透经济和社会生活各个领域，软件产业服务化、平台化、融合化趋势更加明显。展望2019年，软件业发展仍将是一抹亮色。软件与制造业融合已被视为制造业高质量发展的重要途径。（经济日报）,sina,2019-01-04
17,1439,2019-01-04,0.948499,【工业互联网成行业发展重点 软件业将加速赋能制造业】2019年，以数字经济为代表的新经济将成为发展新动能。随着我国新旧动能加快转换，也为软件产业发展创造了良好的外部环境。云计算、大数据、人工智能等新一代信息技术将加速渗透经济和社会生活各个领域，软件产业服务化、平台化、融合化趋势更加明显。展望2019年，软件业发展仍将是一抹亮色。软件与制造业融合已被视为制造业高质量发展的重要途径。(经济日报),eastmoney,2019-01-04
18,1608,2019-01-05,0.8547739999999999,【刘士余调研指导稽查执法工作】证监会党委书记、主席刘士余到证监会稽查局、稽查总队进行工作调研，刘士余强调，狠抓科技执法，发挥现代信息技术对稽查办案的支撑作用，提升办案能力和效率。（证监会发布）,eastmoney,2019-01-05
19,1402,2019-01-05,0.89005,云财经讯，新年伊始，证监会党委书记、主席刘士余到证监会稽查局、稽查总队进行工作调研，刘士余强调，狠抓科技执法，发挥现代信息技术对稽查办案的支撑作用，提升办案能力和效率。,yuncaijing,2019-01-05
20,2158,2019-01-05,0.8647030000000001,【刘士余调研指导稽查执法工作】新年伊始，证监会党委书记、主席刘士余到证监会稽查局、稽查总队进行工作调研，刘士余强调，狠抓科技执法，发挥现代信息技术对稽查办案的支撑作用，提升办案能力和效率。,sina,2019-01-05
21,2489,2019-01-06,0.964586,"小葱APP讯，据TokenInsight数据显示，反映区块链行业整体表现的TI指数北京时间01月06日8时报372.16点，较昨日同期下跌0.03点，跌幅为0.008%。此外，在TokenInsight密切关注的28个细分行业中，24小时内涨幅最高的为信息技术服务应用行业，涨幅为5.06%；24小时内跌幅最高的为其它技术或协议行业，跌幅为6.43%。另据监测显示，BTC全网新增地址数连续三日处于高位昨日7.43万，目前全球多空头占比为1.4。BCtrend分析师Jeffrey认为，BTC搜索指数和链上数据暂无起色，多头占比连续超过1.4两日后回落，短期延续盘整。
",wallstreetcn,2019-01-06
22,1929,2019-01-07,0.943391,云财经讯，1月5日，证监会网站消息显示，新年伊始，证监会党委书记、主席刘士余到证监会稽查局、稽查总队进行工作调研，这是连续三年刘士余开年做的同一件事。他还出，为扎实推进稽查执法工作，要狠抓四方面工作：狠抓协同配合，加强日常监管与稽查执法联动；狠抓执法监督，坚持问题导向，实现监察监督对执法环节的全覆盖；狠抓科技执法，发挥现代信息技术对稽查办案的支撑作用；狠抓纪律作风。四个“狠”字体现了证监会对稽查执法工作的态度，不仅要通过完备的执法规范体系实现监察环节的全覆盖，而且还要利用现代科技执法，提高执法的效率。可以预见，2019年的稽查执法工作不仅“严”，而且“狠”。,yuncaijing,2019-01-07
23,1795,2019-01-07,0.9601940000000001,云财经讯，1月7日，张江·2019未来产业峰会暨新兴产业百人会年会在上海开幕，工业和信息化部总经济师王新哲致辞表示，一是持续提升制造业技术创新能力。深入推进国家重大科技专项实施，着力解决关键核心技术“卡脖子”问题。二是着力推进新一代信息技术发展应用。加快5G研发和商用步伐，推进IPv6规模部署。深入实施智能制造工程，推动互联网、云计算、大数据、人工智能与制造业深度融合。加快制造业数字化转型，提升制造业数字化、网络化、智能化水平，做大做强数字经济。三是大力培育和发展新的产业集群。落实好国家对中小企业特别是小微企业的优惠支持政策，培育一批“专精特新”小巨人企业和专注细分领域的“单项冠军”企业。四是...,yuncaijing,2019-01-07
24,2693,2019-01-07,0.954843,【工信部：着力推进新一代信息技术发展应用】1月7日，工业和信息化部总经济师王新哲在张江·2019未来产业峰会暨新兴产业百人会年会上表示，要着力推进新一代信息技术发展应用。加快5G研发和商用步伐，推进IPv6规模部署。深入实施智能制造工程，推动互联网、云计算、大数据、人工智能与制造业深度融合。加快制造业数字化转型，提升制造业数字化、网络化、智能化水平，做大做强数字经济。,sina,2019-01-07
25,2732,2019-01-07,0.9811770000000001,【工信部王新哲：五方面加快推动新一代信息技术产业发展】1月7日，张江·2019未来产业峰会暨新兴产业百人会年会在上海开幕，工业和信息化部总经济师王新哲致辞表示，一是持续提升制造业技术创新能力。深入推进国家重大科技专项实施，着力解决关键核心技术“卡脖子”问题。二是着力推进新一代信息技术发展应用。加快5G研发和商用步伐，推进IPv6规模部署。深入实施智能制造工程，推动互联网、云计算、大数据、人工智能与制造业深度融合。加快制造业数字化转型，提升制造业数字化、网络化、智能化水平，做大做强数字经济。三是大力培育和发展新的产业集群。落实好国家对中小企业特别是小微企业的优惠支持政策，培育一批“专精特新”小巨人企业和专注细分领域的“单项冠军”企业。四是激发增强企业发展活力。进一步深化“放管服”改革，加强知识产权保护。五是更大力度对外开放发展。全面深入实施准入前国民待遇加负面清单管理制度，积极引导外资投向高端制造领域。,sina,2019-01-07
26,2090,2019-01-07,0.922293,【证券日报头版：刘士余新年调研稽查执法 四“狠”当头透露执法风向】1月5日，证监会网站消息显示，新年伊始，证监会党委书记、主席刘士余到证监会稽查局、稽查总队进行工作调研，这是连续三年刘士余开年做的同一件事。他还出，为扎实推进稽查执法工作，要狠抓四方面工作：狠抓协同配合，加强日常监管与稽查执法联动；狠抓执法监督，坚持问题导向，实现监察监督对执法环节的全覆盖；狠抓科技执法，发挥现代信息技术对稽查办案的支撑作用；狠抓纪律作风。四个“狠”字体现了证监会对稽查执法工作的态度，不仅要通过完备的执法规范体系实现监察环节的全覆盖，而且还要利用现代科技执法，提高执法的效率。可以预见，2019年的稽查执法工作不仅“严”，而且“狠”。,eastmoney,2019-01-07
27,1947,2019-01-07,0.935472,【工信部：着力推进新一代信息技术发展应用】1月7日，工业和信息化部总经济师王新哲在张江·2019未来产业峰会暨新兴产业百人会年会上表示，要着力推进新一代信息技术发展应用。加快5G研发和商用步伐，推进IPv6规模部署。深入实施智能制造工程，推动互联网、云计算、大数据、人工智能与制造业深度融合。加快制造业数字化转型，提升制造业数字化、网络化、智能化水平，做大做强数字经济。（工信部网站）,eastmoney,2019-01-07
28,2846,2019-01-07,0.951658,【工信部：五方面加快推动新一代信息技术产业发展】1月7日，工业和信息化部总经济师王新哲在张江·2019未来产业峰会暨新兴产业百人会年会上表示，要着力推进新一代信息技术发展应用。加快5G研发和商用步伐，推进IPv6规模部署。深入实施智能制造工程，推动互联网、云计算、大数据、人工智能与制造业深度融合。加快制造业数字化转型，提升制造业数字化、网络化、智能化水平，做大做强数字经济。,wallstreetcn,2019-01-07
29,607,2019-01-07,0.9259879999999999,党中央、国务院高度重视新一代信息技术产业，就人工智能、工业互联网、5G、机器人等领域发展，作出一系列战略部署，有力地推动了我国新一代信息技术产业发展。,10jqka,2019-01-07
30,1972,2019-01-07,0.9268709999999999,【王新哲：五方面加快推动新一代信息技术产业发展】据工业和信息化部消息，1月7日，张江·2019未来产业峰会暨新兴产业百人会年会在上海开幕，工业和信息化部总经济师王新哲出席开幕式并致辞。王新哲强调，作为行业主管部门，工业和信息化部将坚持以供给侧结构性改革为主线，立足制造强国网络强国建设全局，抢抓新一轮科技革命和产业变革机遇，加快推动新一代信息技术产业发展，为建设现代化经济体系，推进我国经济高质量发展培育新动能、打造新引擎。（中国证券网）,eastmoney,2019-01-07
31,2236,2019-01-08,0.899225,【支付宝（中国）信息技术有限公司更名】支付宝（中国）信息技术有限公司于2018年12月18日更名为瀚宝（上海）信息技术有限公司。（36氪）,eastmoney,2019-01-08
32,2237,2019-01-08,0.920063,【支付宝（中国）信息技术有限公司更名】启信宝信息显示，支付宝（中国）信息技术有限公司于2018年12月18日更名为瀚宝（上海）信息技术有限公司。此前2018年8月29日，该公司法人代表由马云变更为叶郁青。（36氪）,eastmoney,2019-01-08
33,2281,2019-01-08,0.830239,【蚂蚁金服旗下两家公司变更法人 阿里巴巴最年轻合伙人胡喜“接任】最新工商信息显示，蚂蚁金服全资控股公司“蚂蚁智信（杭州）信息技术有限公司”法定代表人和执行董事于1月2日发生变更，由彭翼捷变更为胡喜。此外，2018年12月，蚂蚁金服旗下另一家公司“蚂蚁会员（北京）网络技术服务有限公司”的法定代表人也由彭翼捷变更为胡喜。公开资料显示，彭翼捷为阿里巴巴全球合伙人、蚂蚁金服集团副总裁，早在2000年加入当时的阿里巴巴，2008年起负责管理阿里巴巴公司的网站运营及发展。胡喜（花名“阿玺”），则是蚂蚁金服在2018年新任命的副CTO。（证券时报）,eastmoney,2019-01-09
34,3186,2019-01-08,0.992241,【珠海：进一步促进实体经济发展 单个项目最高奖励1亿元】近日，珠海印发《珠海市加强招商引资促进实体经济发展办法（修订版）》。对于新引进的先进实体经济项目，按照企业实缴注册资本（仅限货币出资）每1000万美元或1亿元人民币给予最高200万元奖励，单个项目奖励最高也由原来的5000万元提升至1亿元。进一步丰富了先进实体经济项目的范围，包括高端装备制造、新一代信息技术、智能家电、生物医药、节能环保、新能源、新材料、现代农业、海洋经济等。,wallstreetcn,2019-01-09
35,3187,2019-01-08,0.992241,"【珠海：进一步促进实体经济发展 单个项目最高奖励1亿元】近日，珠海印发《珠海市加强招商引资促进实体经济发展办法（修订版）》。对于新引进的先进实体经济项目，按照企业实缴注册资本（仅限货币出资）每1000万美元或1亿元人民币给予最高200万元奖励，单个项目奖励最高也由原来的5000万元提升至1亿元。进一步丰富了先进实体经济项目的范围，包括高端装备制造、新一代信息技术、智能家电、生物医药、节能环保、新能源、新材料、现代农业、海洋经济等。
",wallstreetcn,2019-01-09
36,3381,2019-01-08,0.920063,"【支付宝（中国）信息技术有限公司更名】启信宝信息显示，支付宝（中国）信息技术有限公司于2018年12月18日更名为瀚宝（上海）信息技术有限公司。此前2018年8月29日，该公司法人代表由马云变更为叶郁青。（36氪）
",wallstreetcn,2019-01-09
37,2015,2019-01-08,0.992719,云财经讯，近日，珠海印发《珠海市加强招商引资促进实体经济发展办法（修订版）》。对于新引进的先进实体经济项目，按照企业实缴注册资本（仅限货币出资）每1000万美元或1亿元人民币给予最高200万元奖励，单个项目奖励最高也由原来的5000万元提升至1亿元。进一步丰富了先进实体经济项目的范围，包括高端装备制造、新一代信息技术、智能家电、生物医药、节能环保、新能源、新材料、现代农业、海洋经济等。,yuncaijing,2019-01-09
38,728,2019-01-08,0.896835,支付宝(中国)信息技术有限公司于2018年12月18日更名为瀚宝(上海)信息技术有限公司。此前2018年8月29日，该公司法人代表由马云变更为叶郁青。,10jqka,2019-01-09
39,2192,2019-01-08,0.905357,云财经讯，启信宝信息显示，支付宝（中国）信息技术有限公司于2018年12月18日更名为瀚宝（上海）信息技术有限公司。此前2018年8月29日，该公司法人代表由马云变更为叶郁青。（36氪）,yuncaijing,2019-01-09
40,3382,2019-01-08,0.920063,【支付宝（中国）信息技术有限公司更名】启信宝信息显示，支付宝（中国）信息技术有限公司于2018年12月18日更名为瀚宝（上海）信息技术有限公司。此前2018年8月29日，该公司法人代表由马云变更为叶郁青。（36氪）,wallstreetcn,2019-01-09
41,3182,2019-01-08,0.93143,【支付宝（中国）信息技术有限公司更名，官方：与用户熟悉的支付宝没有关系】 支付宝官方透露，该变更与用户熟悉的支付宝没有关系，支付宝公司名称其实是支付宝（中国）网络技术有限公司。,sina,2019-01-09
42,2999,2019-01-08,0.992241,【珠海：进一步促进实体经济发展 单个项目最高奖励1亿元】近日，珠海印发《珠海市加强招商引资促进实体经济发展办法（修订版）》。对于新引进的先进实体经济项目，按照企业实缴注册资本（仅限货币出资）每1000万美元或1亿元人民币给予最高200万元奖励，单个项目奖励最高也由原来的5000万元提升至1亿元。进一步丰富了先进实体经济项目的范围，包括高端装备制造、新一代信息技术、智能家电、生物医药、节能环保、新能源、新材料、现代农业、海洋经济等。,sina,2019-01-09
43,3265,2019-01-08,0.830239,【蚂蚁金服旗下两家公司变更法人 阿里巴巴最年轻合伙人胡喜“接任】最新工商信息显示，蚂蚁金服全资控股公司“蚂蚁智信（杭州）信息技术有限公司”法定代表人和执行董事于1月2日发生变更，由彭翼捷变更为胡喜。此外，2018年12月，蚂蚁金服旗下另一家公司“蚂蚁会员（北京）网络技术服务有限公司”的法定代表人也由彭翼捷变更为胡喜。公开资料显示，彭翼捷为阿里巴巴全球合伙人、蚂蚁金服集团副总裁，早在2000年加入当时的阿里巴巴，2008年起负责管理阿里巴巴公司的网站运营及发展。胡喜（花名“阿玺”），则是蚂蚁金服在2018年新任命的副CTO。（证券时报）,sina,2019-01-09
44,3190,2019-01-08,0.920063,【支付宝（中国）信息技术有限公司更名】启信宝信息显示，支付宝（中国）信息技术有限公司于2018年12月18日更名为瀚宝（上海）信息技术有限公司。此前2018年8月29日，该公司法人代表由马云变更为叶郁青。（36氪）,sina,2019-01-09
45,2921,2019-01-10,0.8078270000000001,【新版服务外包产业重点发展领域指导目录发布 涉及人工智能服务等23个领域】据商务部1月10日消息，商务部、财政部、海关总署会同有关部门结合产业发展情况，在2016年发布《服务外包产业重点发展领域指导目录》基础上，编制了《指导目录(2018年版)》，现予以发布。重点发展领域包括软件研发服务、集成电路和电子电路设计服务、电子商务平台服务、信息技术解决方案服务、网络与信息安全服务、云计算服务、人工智能服务、金融后台服务、大数据服务、工业设计服务、医药和生物技术研发服务等。（证券时报）,eastmoney,2019-01-10
46,3241,2019-01-10,0.8655729999999999,云财经讯，商务部、财政部和海关总署今日引发《服务外包产业重点发展领域指导目录（2018年版）》，本目录共涉及23个重点发展领域。其中，8个领域属于信息技术外包（ITO）范畴，6个领域属于业务流程外包（BPO）范畴，9个领域属于知识流程外包（KPO）范畴。,yuncaijing,2019-01-10
47,3216,2019-01-10,0.8749979999999999,云财经讯，据商务部1月10日消息，商务部、财政部、海关总署会同有关部门结合产业发展情况，在2016年发布《服务外包产业重点发展领域指导目录》基础上，编制了《指导目录（2018年版）》，现予以发布。重点发展领域包括软件研发服务、集成电路和电子电路设计服务、电子商务平台服务、信息技术解决方案服务、网络与信息安全服务、云计算服务、人工智能服务、金融后台服务、大数据服务、工业设计服务、医药和生物技术研发服务等。,yuncaijing,2019-01-10
48,2989,2019-01-10,0.8968700000000001,云财经讯，雷科防务(002413)1月10日晚间公告，公司全资子公司北京理工雷科电子信息技术有限公司的杨柱、陈亮、毕福昆参与的“一种天基在轨实时处理新技术及应用项目”获得国家技术发明奖二等奖，杨柱、陈亮、毕福生作为该项目主要完成人之一，同时获得二等奖。,yuncaijing,2019-01-10
49,4599,2019-01-10,0.9868549999999999,"小葱APP讯，近日，济南市发布《济南市十大千亿产业招商引资指导目录》，《指导目录》重点围绕大数据与新一代信息技术、智能制造与高端装备、量子科技等十大千亿级产业及现代都市农业，结合国内外相关产业发展的最新趋势，列出了当前济南市重点培育和引进的产业发展方向。其中，大数据与新一代信息技术中的第三小项高端软件产业，包含区块链技术服务。
",wallstreetcn,2019-01-10
50,2945,2019-01-10,0.7469060000000001,【商务部、财政部和海关总署今日印发《服务外包产业重点发展领域指导目录(2018年版)》】商务部、财政部和海关总署今日印发《服务外包产业重点发展领域指导目录(2018年版)》，本目录共涉及23个重点发展领域。其中，8个领域属于信息技术外包(ITO)范畴，6个领域属于业务流程外包(BPO)范畴，9个领域属于知识流程外包(KPO)范畴。,eastmoney,2019-01-10
51,3051,2019-01-10,0.233643,【标普500指数11大板块涨跌各异】东方财富网10日讯，标普500指数11大板块涨跌各异，7大板块收涨，4大板块收跌；其中，能源板块领涨，其次是信息技术板块；日常消费品板块领跌，其次是公用事业板块。,eastmoney,2019-01-10
52,4481,2019-01-10,0.800834,商务部、财政部和海关总署今日印发《服务外包产业重点发展领域指导目录（2018年版）》，本目录共涉及23个重点发展领域。其中，8个领域属于信息技术外包（ITO）范畴，6个领域属于业务流程外包（BPO）范畴，9个领域属于知识流程外包（KPO）范畴。,sina,2019-01-10
53,4641,2019-01-10,0.340266,标普500指数11大板块涨跌各异，7大板块收涨，4大板块收跌；其中，能源板块领涨，其次是信息技术板块；日常消费品板块领跌，其次是公用事业板块。,sina,2019-01-11
54,5210,2019-01-10,0.340266,"标普500指数11大板块涨跌各异，7大板块收涨，4大板块收跌；其中，能源板块领涨，其次是信息技术板块；日常消费品板块领跌，其次是公用事业板块。
",wallstreetcn,2019-01-11
55,4809,2019-01-11,0.9850770000000001,【央行等13部委印发《广西壮族自治区建设面向东盟的金融开放门户总体方案》】《方案》提出，加大对跨境电子商务的金融支持，推动中国（南宁）跨境电子商务综合试验区建设。支持中国-东盟互联互通项目建设，推动丝路基金、中国-东盟投资合作基金等按市场化原则支持中南半岛泛亚东线跨境公路、铁路网等重大项目建设。引入更多基金进入广西，支持在现行政策框架下开展人民币跨境投融资业务。加强财政政策、产业政策与金融政策统筹协调，支持广西新一代信息技术、高端装备制造、新能源汽车、生物医药、新材料、节能环保、文化旅游、健康养老等产业发展。,sina,2019-01-11
56,4955,2019-01-11,0.981007,【中国首家校企合作旅游大数据研究中心在蓉成立】由四川大学与中国旅游控股集团、成都智慧全域信息技术有限公司联合建立的中国首家校企合作旅游大数据研究中心--四川大学“中国旅游与大数据研究中心”11日在成都正式成立。中心将以四川大学教学科研实力为依托，开展旅游大数据、旅游市场、旅游战略规划、景区智能化建设升级、智慧旅游技术等重大项目研究，并进一步积极探索大数据人才培养新模式。中心还将研究设立“中国智慧旅游信息发布平台”，定期发布旅游行业重点指数。（中新网）,sina,2019-01-11
57,5029,2019-01-11,0.979972,【阿里巴巴在新零售战略基础上推出阿里商业操作系统】今日，在2019年全球品牌新零售峰会上，阿里巴巴在新零售战略基础上推出阿里商业操作系统，帮助全球零售业完成数字化转型。CEO张勇明确提出，将帮助企业完成“品牌，商品，销售，营销，渠道，制造，服务，金融，物流供应链，组织，信息技术” 等11大商业要素的在线化和数字化。,sina,2019-01-11
58,5849,2019-01-11,0.940507,【吉林省政府与中国移动签署建设“数字吉林”战略合作协议】1月10日，吉林省政府与中国移动通信集团在长春签署《建设“数字吉林”战略合作协议》。中国移动将吉林省作为重要战略合作地区和新技术新业态发展的重点支持区域。未来5年，支持吉林省全面构建新一代信息通信基础设施，深化移动互联网、云计算、大数据、物联网等新一代信息技术的应用和推广，全面提升“数字吉林”建设水平。（吉林日报）,wallstreetcn,2019-01-11
59,3232,2019-01-11,0.9709209999999999,【阿里巴巴在新零售战略基础上推出阿里商业操作系统】今日，在2019年全球品牌新零售峰会上，阿里巴巴在新零售战略基础上推出阿里商业操作系统，帮助全球零售业完成数字化转型。CEO张勇明确提出，将帮助企业完成“品牌，商品，销售，营销，渠道，制造，服务，金融，物流供应链，组织，信息技术” 等11大商业要素的在线化和数字化。（证券时报）,eastmoney,2019-01-11
60,3284,2019-01-11,0.980525,【苏高新金控揭牌 总规模逾300亿元】1月11日，在“拥抱资本市场创新，服务长三角一体化”论坛上，苏高新金控正式揭牌成立，其前身为苏州高新创业投资集团有限公司，注册资本22亿元，目前已拥有基金47支，总规模逾300亿元，先后扶持了30余家企业沪深上市和一大批企业挂牌新三板，累计为企业提供融资担保285亿元，发放科技贷款150亿元。未来，苏高新金控将聚焦新一代信息技术、新能源、高端制造、大数据、大健康五大产业。(证券时报),eastmoney,2019-01-11
61,3524,2019-01-11,0.989698,云财经讯，《方案》提出，加大对跨境电子商务的金融支持，推动中国（南宁）跨境电子商务综合试验区建设。支持中国-东盟互联互通项目建设，推动丝路基金、中国-东盟投资合作基金等按市场化原则支持中南半岛泛亚东线跨境公路、铁路网等重大项目建设。引入更多基金进入广西，支持在现行政策框架下开展人民币跨境投融资业务。加强财政政策、产业政策与金融政策统筹协调，支持广西新一代信息技术、高端装备制造、新能源汽车、生物医药、新材料、节能环保、文化旅游、健康养老等产业发展。,yuncaijing,2019-01-11
62,3711,2019-01-11,0.978657,云财经讯，今日，在2019年全球品牌新零售峰会上，阿里巴巴在新零售战略基础上推出阿里商业操作系统，帮助全球零售业完成数字化转型。CEO张勇明确提出，将帮助企业完成“品牌，商品，销售，营销，渠道，制造，服务，金融，物流供应链，组织，信息技术” 等11大商业要素的在线化和数字化。,yuncaijing,2019-01-11
63,3725,2019-01-11,0.989196,云财经讯，1月11日，在“拥抱资本市场创新，服务长三角一体化”论坛上，苏高新金控正式揭牌成立，其前身为苏州高新创业投资集团有限公司，注册资本22亿元，目前已拥有基金47支，总规模逾300亿元，先后扶持了30余家企业沪深上市和一大批企业挂牌新三板，累计为企业提供融资担保285亿元，发放科技贷款150亿元。未来，苏高新金控将聚焦新一代信息技术、新能源、高端制造、大数据、大健康五大产业。,yuncaijing,2019-01-11
64,3803,2019-01-11,0.9484370000000001,云财经讯，1月10日，吉林省政府与中国移动通信集团在长春签署《建设“数字吉林”战略合作协议》。中国移动将吉林省作为重要战略合作地区和新技术新业态发展的重点支持区域。未来5年，支持吉林省全面构建新一代信息通信基础设施，深化移动互联网、云计算、大数据、物联网等新一代信息技术的应用和推广，全面提升“数字吉林”建设水平。（吉林日报）,yuncaijing,2019-01-12
65,5455,2019-01-11,0.9850770000000001,【央行等13部委印发《广西壮族自治区建设面向东盟的金融开放门户总体方案》】《方案》提出，加大对跨境电子商务的金融支持，推动中国（南宁）跨境电子商务综合试验区建设。支持中国-东盟互联互通项目建设，推动丝路基金、中国-东盟投资合作基金等按市场化原则支持中南半岛泛亚东线跨境公路、铁路网等重大项目建设。引入更多基金进入广西，支持在现行政策框架下开展人民币跨境投融资业务。加强财政政策、产业政策与金融政策统筹协调，支持广西新一代信息技术、高端装备制造、新能源汽车、生物医药、新材料、节能环保、文化旅游、健康养老等产业发展。,wallstreetcn,2019-01-12
66,5724,2019-01-11,0.9901040000000001,【苏高新金控揭牌，总规模逾300亿元】1月11日，在“拥抱资本市场创新，服务长三角一体化”论坛上，苏高新金控正式揭牌成立，其前身为苏州高新创业投资集团有限公司，注册资本22亿元，目前已拥有基金47支，总规模逾300亿元，先后扶持了30余家企业沪深上市和一大批企业挂牌新三板，累计为企业提供融资担保285亿元，发放科技贷款150亿元。未来，苏高新金控将聚焦新一代信息技术、新能源、高端制造、大数据、大健康五大产业。,wallstreetcn,2019-01-12
